created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Mon Apr 01 01:07:41 +0000 2024;1774604515330634180;"#DomingoEspetacular Parabéns Léo Santana pelo projeto do 5 pilares e Elas sucesso!!";0;0;0;0;pt;156054113;1774604515330634180;leandro_xaviers;https://twitter.com/leandro_xaviers/status/1774604515330634180
Mon Apr 01 01:07:33 +0000 2024;1774604480266584214;"gataulah, gue ngakak. pilpres udah kelar tapi buzzer tetep jalan. apa karena anak abah masih muncul di permukaan? wkwkwk semangattt 💪💪";0;0;0;0;in;1132656537397153794;1774604480266584214;elfiosay;https://twitter.com/elfiosay/status/1774604480266584214
Mon Apr 01 01:07:05 +0000 2024;1774604362360500365;"@pakarkampanye Memang rezim Jokowi, media pro jokowi dan rakyat pro Jokowi paling pintar menggoreng kasus satu ke kasus yang lainnya agar rakyat ga fokus pada proses gugatan kecurangan jokowi dalam pilpres 2024";0;0;0;0;in;1539544207853244416;1774580334132166827;HelmiYahya1611;https://twitter.com/HelmiYahya1611/status/1774604362360500365
Mon Apr 01 01:04:06 +0000 2024;1774603612645470478;"Sidang PHPU Pilpres Hari Ini, MK Periksa Saksi &amp  Ahli Kubu AMIN https://t.co/jeYRuyFTCU";0;0;0;1;in;4187275698;1774603612645470478;TirtoID;https://twitter.com/TirtoID/status/1774603612645470478
Mon Apr 01 01:04:06 +0000 2024;1774603611584213074;"[LIVE NOW]  Mahkamah Konstitusi (MK) kembali melanjutkan sidang sengketa Pilpres 2024 yang dilayangkan Tim Hukum Anies Baswedan-Muhaimin Iskandar (Cak Imin) pada Senin (1/4). Agenda sidang iyalah pembuktian pemohon, dengan mendengarkan keterangan saksi, ahli dan pengesahan alat…";0;0;0;3;in;759692754985242625;1774603611584213074;kumparan;https://twitter.com/kumparan/status/1774603611584213074
Mon Apr 01 01:04:05 +0000 2024;1774603609810079827;"Sidang Sengketa Pilpres, MK Batasi Waktu Saksi dan Ahli Beri Keterangan 15-20 Menit https://t.co/aFHMson2tO #beritasatu #news #berita";0;0;0;1;in;154102750;1774603609810079827;Beritasatu;https://twitter.com/Beritasatu/status/1774603609810079827
Mon Apr 01 01:02:09 +0000 2024;1774603123799253297;"Jika pilpres 2024 di ulang ats di kabulkan nya MK .  Siapakah yang anda pilih ? @aniesbaswedan  @cakimiNOW  @mohmahfudmd  @ganjarpranowo   #DiskualifikasiPaslon02  #kawalMk #LawanDinastyPolitik  #AdiliJokowi";0;0;0;0;in;1604867385198260224;1774603123799253297;RizkiarAlMarzuk;https://twitter.com/RizkiarAlMarzuk/status/1774603123799253297
Mon Apr 01 01:02:02 +0000 2024;1774603094753722766;"Buruh Ungkap Hasil Pilpres 2024 Sebagai Puncak Krisis Rakyat https://t.co/BzOcvhmJ3q";0;0;0;0;in;567966875;1774603094753722766;lawjusticeco;https://twitter.com/lawjusticeco/status/1774603094753722766
Mon Apr 01 01:02:02 +0000 2024;1774603093000532147;"Buruh Ungkap Hasil Pilpres 2024 Sebagai Puncak Krisis Rakyat https://t.co/BzOcvhmJ3q";0;0;0;0;in;567966875;1774603093000532147;lawjusticeco;https://twitter.com/lawjusticeco/status/1774603093000532147
Mon Apr 01 01:01:11 +0000 2024;1774602878453530942;"Sidang Lanjutan Sengketa Pilpres MK, AMIN Bawa 12 Saksi dan 7 Ahli https://t.co/BZlOOv6OGM";0;0;0;0;in;388190238;1774602878453530942;IDNTimes;https://twitter.com/IDNTimes/status/1774602878453530942
Mon Apr 01 01:00:51 +0000 2024;1774602793053221349;"@tempodotco Ketua PARTAI PBNU mulai ikut campur urusan pilpres,,,!!!";0;0;0;0;in;1754780368144932864;1774570509356962296;f4th1an;https://twitter.com/f4th1an/status/1774602793053221349
Mon Apr 01 00:59:51 +0000 2024;1774602543911592370;"@zimam_faqih @0jenry1 @roan_gylberth Bisa jadi. Bener mas rerata orang pada basicnya ntu males milih Pileg. Mereka cuma mo pilih Pilpres doang mas hahaha. Ya kalo mo pilih pileg apalagi DPR RI yang kertasnya sangat besar ntu ribet lipetnya. Kalo gada duitnya ya kaga mau. Di Kota sering terjadi lho mas. Jan salah";0;0;0;0;in;2862109627;1774317072656523688;FelixSGL1;https://twitter.com/FelixSGL1/status/1774602543911592370
Mon Apr 01 00:59:34 +0000 2024;1774602473585709216;"Lanjutan Sidang Sengketa Pilpres Hari Ini, MK Akan Periksa Keterangan Saksi-Ahli https://t.co/5LUUNJdYW3";0;3;1;6;in;71436318;1774602473585709216;KompasTV;https://twitter.com/KompasTV/status/1774602473585709216
Mon Apr 01 00:58:39 +0000 2024;1774602241753645483;"Si el cristianismo no fuera tan peligroso para sus malos fines, no lo atacarían tanto, lo quieren desaparecer pq es base de los pilares de la civilización occidental.";0;1;0;0;es;34502771;1774602241753645483;Arya_Tyrion;https://twitter.com/Arya_Tyrion/status/1774602241753645483
Mon Apr 01 00:58:34 +0000 2024;1774602220098752891;"Hello @SBYudhoyono dengan sistim pemilu yg dipakai saat ini mau tdk mau biaya politik itu mahal, jika bpk ingin biaya politik di kurang kembalikan saja Pilpres, Pilkada sesuai Sila ke 4 Pancasila dan untuk Pileg rubah dgn sistim tertutup https://t.co/X18lqlSkM8";0;0;0;0;in;1449222685678968837;1774602220098752891;ebe_ganzo;https://twitter.com/ebe_ganzo/status/1774602220098752891
Mon Apr 01 00:58:12 +0000 2024;1774602128637800459;"@ArsjadRasjid Semoga Paskah dpt mengubur halusinasi pilpres hrs d ulang n membangkitkan move on, Gbu.";0;0;0;0;in;93094141;1774313617929953527;Lbendede;https://twitter.com/Lbendede/status/1774602128637800459
Mon Apr 01 00:58:07 +0000 2024;1774602107791777912;"meu maior problema é não saber separar os pilares da minha vida, e não saber dedicar meu tempo da forma certa.";0;0;0;0;pt;1568248025302147072;1774602107791777912;moonnighthihi;https://twitter.com/moonnighthihi/status/1774602107791777912
Mon Apr 01 00:57:50 +0000 2024;1774602034131706132;"@Heraloebss @aniesbaswedan Ini kecurangan SDH masif dan terstruktur oleh ketiga Paslon...solusinya pilpres harus diulang dng penyelengara yg baru..";0;0;0;0;in;1695817833324892160;1774321913369964633;RudiHer22646794;https://twitter.com/RudiHer22646794/status/1774602034131706132
Mon Apr 01 00:57:43 +0000 2024;1774602006700683482;"Regalamos un tiempo entero con esa propuesta mediocre !  -Lo de Sanchez está para una maratón para el fútbol ese es su techo ❌  -Ruiz y sobretodo Castelli son pilares en este Emelec ⚡️⚡️⚡️  -Manchita de 10 no es un dedo de Miller en ese sector tenemos un punto a reforzar ❌…";0;4;6;52;es;207603242;1774602006700683482;Johnnywill21;https://twitter.com/Johnnywill21/status/1774602006700683482
Mon Apr 01 00:56:07 +0000 2024;1774601604609532406;"01 &amp  03 MAJU BERTARUNG PILPRES. Mahfud : Pencalonan Gibran Sah Secara Hukum. dalam Gugatannya Justru MALAH Jadikan PENCALONAN gibran sbg Bukti Tidak SAHIH.  Sementara AMIES bertarung awalnya YAKIN MENANG dengan Suara GOIB dr Para JIBRIL,bahkan Imam Mahdi jadi2an. Pas KEOK, NANGIS";0;0;0;0;in;394675941;1774601604609532406;BattoAjax;https://twitter.com/BattoAjax/status/1774601604609532406
Mon Apr 01 00:55:30 +0000 2024;1774601447755391293;"@narkosun Ko Narko, kapan pindah ke negara lain, kalau benci dengan pilihan 58% DPT PILPRES NKRI 2024....ajak semua yang 16%  dan juga yang 25% bebas, karena sampeyan benci pemerintah sekarangbdannyang akan datang...bebas.";0;0;0;0;in;1656884665477922816;1774437464771563960;pink4hidayat;https://twitter.com/pink4hidayat/status/1774601447755391293
Mon Apr 01 00:54:32 +0000 2024;1774601206830092509;"@taeveers una de mis primeros pilares en conocer a alguien seria que respete mis gustos y de ser posible que tenga los mismos skdj";0;0;0;1;es;1708329182457954304;1774598603811475833;kooketo_;https://twitter.com/kooketo_/status/1774601206830092509
Mon Apr 01 00:53:58 +0000 2024;1774601062244114535;"@imcoloridx o pior é o trajeto pilares x pavuna";0;0;0;0;pt;970060125322010624;1774584313461277040;romulordrigues_;https://twitter.com/romulordrigues_/status/1774601062244114535
Mon Apr 01 00:53:51 +0000 2024;1774601033798590786;"@ekokuntadhi1 Betul mas Eko korupsi ga ada hub nya dg dukungan Paslon, yg ada hub nya dg pilpres itu ke-koplakan berpikir minta pilpres d ulang nah itu baru otw ODGJ ye kan Ko?";0;0;0;0;in;93094141;1774406915461919116;Lbendede;https://twitter.com/Lbendede/status/1774601033798590786
Mon Apr 01 00:53:48 +0000 2024;1774601022691782726;"#MLBnaESPN Toda oportunidade é válida pra reverenciar um dos maiores da história do jogo: Joe Morgan, um dos pilares da Big Red Machine!";0;0;0;2;pt;1646768631424995329;1774601022691782726;YankeesMabanas;https://twitter.com/YankeesMabanas/status/1774601022691782726
Mon Apr 01 00:53:34 +0000 2024;1774600963606958081;"@Wira_Hadi07 @narkosun Bisa lho minta ijin pindah negara, ketika tidak suka dengan pilihan 58% DPT pilpres NKRI. Ajak aja semua yang 16% dan 24%...khan kalian gak suka dengan pemerintah sekatang dan yang akan datang.";0;0;0;0;in;1656884665477922816;1774437464771563960;pink4hidayat;https://twitter.com/pink4hidayat/status/1774600963606958081
Mon Apr 01 00:53:34 +0000 2024;1774600962738663624;"@siregar_elang Bansos disetujui DPR itu benar...tapi gak dijadikan alat u/ menjaring, mengancam, dijadikan alat propaganda, yg dibagikan saat pilpres sdh dekat! Ibarat uang itu sah...tapi kalau caranya salah dalam memberi artinya jadi uang tidak halal dan korup!";0;0;0;0;in;1578094051286736897;1773929205371466173;widjajacandera;https://twitter.com/widjajacandera/status/1774600962738663624
Mon Apr 01 00:48:41 +0000 2024;1774599731962171815;"Silaturahmi KNPI, Ryano Panjaitan Jak Pemuda Bersatu Seusai Pilpres 2024  https://t.co/a1uc3YQUit";0;0;0;0;in;79130206;1774599731962171815;jpnncom;https://twitter.com/jpnncom/status/1774599731962171815
Mon Apr 01 00:45:44 +0000 2024;1774598990790897730;"@BlacPitt2 Wan Got, Wan Aibon, Wan Ngibul  Tanda tanda suaranya akan nyungsep di PILPRES";0;0;0;0;in;1273876657938378752;1774460780978770175;mu133tmr;https://twitter.com/mu133tmr/status/1774598990790897730
Mon Apr 01 00:44:51 +0000 2024;1774598767150571559;"@QianzyZ sepertinya ada kabar baik untuk kubu 01 dari sidang gugatan pilpres di MK";0;0;0;0;in;1731531098746974208;1774377158292783501;Gpunk_69;https://twitter.com/Gpunk_69/status/1774598767150571559
Mon Apr 01 00:43:33 +0000 2024;1774598442624700781;"@xquitavee sepertinya sebentar lg ada kbr baik dr sidang pilpres di MK untuk kubu 01";0;0;0;0;in;1731531098746974208;1774335919161839989;Gpunk_69;https://twitter.com/Gpunk_69/status/1774598442624700781
Mon Apr 01 00:43:31 +0000 2024;1774598430809321922;"@TheLadyJokeer @SugengPemimpi @gibran_tweet Ga ada urusan dg pilihan calon pemimpin anda yg nyungsep, Gibran mo klarifikasi/tdk tetap d lantik jd wapres drun! Km doa aja agar halusinasi mu pilpres d ulang tanpa Gibran semoga jd mimpi seumur hidupmu.";0;1;0;0;in;93094141;1774295200036487392;Lbendede;https://twitter.com/Lbendede/status/1774598430809321922
Mon Apr 01 00:43:13 +0000 2024;1774598357081812997;"Sidang Gugatan Sengketa Pilpres Hari Ini akan Dengarkan Saksi https://t.co/IRTLmpO2bL";0;0;0;0;in;388190238;1774598357081812997;IDNTimes;https://twitter.com/IDNTimes/status/1774598357081812997
Mon Apr 01 00:43:10 +0000 2024;1774598345245487150;"Silaturahmi dan Tasyakuran, KNPI Dorong Persatuan Pemuda Pasca Pilpres 2024 https://t.co/PjwDYg6hEW #Pemilu";0;1;0;0;in;47596019;1774598345245487150;liputan6dotcom;https://twitter.com/liputan6dotcom/status/1774598345245487150
Mon Apr 01 00:40:23 +0000 2024;1774597644712907119;"Sidang sengketa Pilpres 2024: KPU sebut permohonan Anies-Muhaimin kabur dan tidak jelas  #aniespace #aniesmasi #PemiluIndonesia https://t.co/PsjOsdK0OP";0;0;0;2;in;1615919266729193473;1774597644712907119;infovalidd;https://twitter.com/infovalidd/status/1774597644712907119
Mon Apr 01 00:40:12 +0000 2024;1774597596998463859;"Agenda Sidang Sengketa Pilpres 2024 Hari Ini: Pemeriksaan Saksi &amp  Ahli dari Kubu AMIN https://t.co/6U8TCQk7u4";0;0;0;0;in;456426648;1774597596998463859;merdekadotcom;https://twitter.com/merdekadotcom/status/1774597596998463859
Mon Apr 01 00:38:35 +0000 2024;1774597191535120448;"Hari Ini, MK Periksa Saksi dan Ahli Kubu Anies-Cak Imin dalam Sidang Sengketa Pilpres https://t.co/noa2BtS5wG #beritasatu #news #berita";0;0;0;0;in;154102750;1774597191535120448;Beritasatu;https://twitter.com/Beritasatu/status/1774597191535120448
Mon Apr 01 00:36:13 +0000 2024;1774596596463976658;"@abu_waras @Yusrilihza_Mhd :  Itu dulu:  Dinasti/pilpres sayang ank berimplikasi luar biasa bg hukum dan politik..   Sekarang: Dinasti sayang anak berimplikasi luar biasa trhdp jabatan strategis dan bisnis Batu bara di IKN..   Ahli Tata Negara to Ahli Tata Batubara IKN.. 🤦‍♂️";0;0;0;0;in;555944814;1774426483257409938;mariadi63425147;https://twitter.com/mariadi63425147/status/1774596596463976658
Mon Apr 01 00:33:22 +0000 2024;1774595876670898371;"Mondar mandir dari acara ke acara, di berbagai tempat hingga sekretariat TKN, Media Centre, hingga posko relawan selama kurang lebih tiga bulan selalu akan ketemu dengan wajah-wajah ramah ini. Alhamdulillah selalu kompak sampai periode pilpres ke pilpres, kalau akhirnya beda,…";0;5;0;0;in;1728824560664133632;1774595876670898371;HowellRhod68459;https://twitter.com/HowellRhod68459/status/1774595876670898371
Mon Apr 01 00:32:48 +0000 2024;1774595734903615686;"Ceritanya Badarawuhi mencoba membongkar kasus korupsi dana desa &amp  politisasi bansos pas pilpres lalu dibunuh supaya ga jadi saksi di MK";0;0;0;0;in;51056322;1774595734903615686;thisisandri;https://twitter.com/thisisandri/status/1774595734903615686
Mon Apr 01 00:29:44 +0000 2024;1774594963071967593;"@realfedinuril Gua kadang bingung..😕..boleh kan bingung..😕..di satu sisi ( kemaren ) Lo sudah mengakui Prabowo pemenang pilpres..di sisi yg Laen Lo masih ungkit ini itu..just remain apa emang Lo sebenernya benci Prabowo..?";0;0;0;0;in;1757225303229997056;1774428783279493504;ZulkifliSy19634;https://twitter.com/ZulkifliSy19634/status/1774594963071967593
Mon Apr 01 00:29:06 +0000 2024;1774594805982773436;"@DatukPanduto_ @TaufikRendusara Effeck pak ketua lebih mementingkan pilpres menang ...";0;0;1;1;in;1605764350328705024;1774090797350310065;sukaborju;https://twitter.com/sukaborju/status/1774594805982773436
Mon Apr 01 00:28:13 +0000 2024;1774594582027854227;"@Adhibaskara_88 @Miduk17 @davidrnugroho Ulang lagi pilpres sampai 03 menang jangan menang is";0;0;0;0;in;377753648;1772923566528565466;raptama21;https://twitter.com/raptama21/status/1774594582027854227
Mon Apr 01 00:27:18 +0000 2024;1774594352620417290;"Mahkamah Konstitusi Mulai Periksa Saksi dan Ahli dalam Sidang Sengketa Hasil Pilpres 2024 https://t.co/wUcxwVAWTy";0;0;9;23;in;30201110;1774594352620417290;alisyarief;https://twitter.com/alisyarief/status/1774594352620417290
Mon Apr 01 00:26:29 +0000 2024;1774594144620704106;"MUNGKIN Modal 479T tuk Pilpres ya Pak @SBYudhoyono ?  #TetapMengeluhJanganSemangad https://t.co/QeeoVvTt0K";0;0;0;8;in;1501606510979256323;1774594144620704106;Duren___;https://twitter.com/Duren___/status/1774594144620704106
Mon Apr 01 00:26:18 +0000 2024;1774594101763326101;"@13lue_Oc3an__ Awas pengalihan isu, biar sengketa pilpres redup.";0;0;0;0;in;1744776058510118912;1773883390099620201;hartonozieq;https://twitter.com/hartonozieq/status/1774594101763326101
Mon Apr 01 00:25:50 +0000 2024;1774593983437586532;"@crfcila Sim. Eu morava em Pilares. Depende um pouco "onde" em Pilares. Mas terror nenhum.";0;1;0;0;pt;42367404;1774593414136320196;vinniLuizLima;https://twitter.com/vinniLuizLima/status/1774593983437586532
Mon Apr 01 00:25:41 +0000 2024;1774593944841867631;"@angie_vountan @proclaro_lover @AimanWitjaksono Betul sekali ..kayaknya sama dengan pilpres..wkwk";0;0;0;0;in;1695817833324892160;1774384321291530300;RudiHer22646794;https://twitter.com/RudiHer22646794/status/1774593944841867631
Mon Apr 01 00:25:39 +0000 2024;1774593936524509502;"@ruhulanakgaul Gara gara pilpres mifta jadi kagak waras";0;0;0;0;in;1763251418058952705;1774049495590085120;PrabuPrade41011;https://twitter.com/PrabuPrade41011/status/1774593936524509502
Mon Apr 01 00:24:32 +0000 2024;1774593656051372435;"@VIVAcoid Sedang berproses di sidang MK masalah silang sengkarut pilpres 2024, seperti nya Gus Ipul dah kebelet untuk dapat jabatan di pemerintahan Prabowo jika dimenangkan di sidang gugatan MK";0;0;0;0;in;2400825584;1774390456211984436;harmadiherry;https://twitter.com/harmadiherry/status/1774593656051372435
Mon Apr 01 00:23:34 +0000 2024;1774593414136320196;"Mutuals cariocas, me informem sobre o bairro de Pilares. É bom de morar? Tranquilo? Não conheço nada por lá.";0;7;0;5;pt;345054194;1774593414136320196;crfcila;https://twitter.com/crfcila/status/1774593414136320196
Mon Apr 01 00:22:53 +0000 2024;1774593241842684112;"@DistasioNicolas @RiverLPM Y los pilares de ese equipo fueron De La Cruz y Enzo Pérez, también del ciclo Gallardo. De todo lo incorporado por Demichelis muy poco rindió y eso es lo que genera más dudas hacia lo que viene. Podrá hacer algo el DT con jugadores que no rinden??? Muy complicado el panorama!!!";0;0;0;0;es;1567024362;1774113071411147064;MauriGalarza73;https://twitter.com/MauriGalarza73/status/1774593241842684112
Mon Apr 01 00:22:24 +0000 2024;1774593120413323307;"@iagolek9 @ianderson18 @pivetemaromba Qual asneira? Que carga não é o único fator p hipertrofia? Tensão mecânica não é a mesma coisa que carga. Amplitude, tecnica tbm sao pilares p tensão mecânica. É o que aprendi até hj!";0;0;0;0;pt;75457527;1774229646911181082;brunomtx;https://twitter.com/brunomtx/status/1774593120413323307
Mon Apr 01 00:22:12 +0000 2024;1774593069402427688;"@KamelNeneknenek @conan_idn @aniesbaswedan @cakimiNOW Hore menang Pilpres 👏👏";0;0;0;0;in;732400678648221697;1774286952961097806;MTaufiq_NTB;https://twitter.com/MTaufiq_NTB/status/1774593069402427688
Mon Apr 01 00:20:35 +0000 2024;1774592660973732208;"Sengketa Pilpres 2024: MK Periksa Saksi-Ahli di Kubu AMIN Hari Ini, Berikut Aturannya https://t.co/n0gYsAFRjs #Pemilu";0;0;0;0;in;47596019;1774592660973732208;liputan6dotcom;https://twitter.com/liputan6dotcom/status/1774592660973732208
Mon Apr 01 00:20:26 +0000 2024;1774592625317978296;"@geloraco Wawwww... emejing.. pantas mati2an hrs menang pilpres dg berbagai cara";0;0;0;0;in;1597857665786384384;1774363813808365804;ElSinNombre_07;https://twitter.com/ElSinNombre_07/status/1774592625317978296
Mon Apr 01 00:20:16 +0000 2024;1774592579935654204;"Keajaiban suara Pilpres &amp  Pileg  Selisih AMIN vs Koalisi Partai = minus 3 juta Selisih GAMA vs Koalisi Partai = minus 7 juta Selisih PRAGIB vs Koalisi Partai = plus 24 juta Selisih Pilpres vs Pileg = plus 12,4 juta   Pdhal dilakukan oleh pemilih, di TPS, saat yg semuanya sama 😴 https://t.co/gD2gaUZ7ud";2;0;18;35;in;227320530;1774592579935654204;hipohan;https://twitter.com/hipohan/status/1774592579935654204
Mon Apr 01 00:20:04 +0000 2024;1774592532975845557;"Estamos chegando, alô zona norte, Tele Rio tá chegando no Shopping Nova América dia 05/04/2024 as 10hs!!!  #inauguracao #TeleRio #vendas #comercio #varejo #shoppingnovaamerica #DelCastilho #Pilares #bonsucesso #mariadagraca #higienopolis #triagem #MEIER #Cachambi https://t.co/cUAbPICMlc";0;0;0;0;pt;464734527;1774592532975845557;romariosousa87;https://twitter.com/romariosousa87/status/1774592532975845557
Mon Apr 01 00:19:45 +0000 2024;1774592452936048674;"Hay gente que alucina.  Yo personalmente jamás me fiaría de una persona que manifestase ese rechazo a nuestros amigos y protectores de siglos.  Uno de los pilares imprescindibles de un ser humano es la empatía con los demás seres que nos acompañan en la nave tierra.";0;0;0;0;es;242378518;1774592452936048674;gascuenha;https://twitter.com/gascuenha/status/1774592452936048674
Mon Apr 01 00:19:11 +0000 2024;1774592309067436381;"Jadwal dan Agenda Sidang Sengketa Pilpres 2024 Pekan Perdana April https://t.co/r2hinhT4xf";0;0;0;0;in;118646322;1774592309067436381;Bisniscom;https://twitter.com/Bisniscom/status/1774592309067436381
Mon Apr 01 00:19:00 +0000 2024;1774592261214614014;"Hospital de la Comuna 6, ejemplo nacional https://t.co/qDNBuZTnvx  Uno de los pilares fundamentales para la supervivencia del ser humano, es la salud, bien público de trascendental importancia para la preservación de la sociedad, porque enmarca el conjunto de actividades socia.. https://t.co/aH6pMuQpLO";0;0;1;1;es;1567118832858275840;1774592261214614014;johnnyORDOSGOI1;https://twitter.com/johnnyORDOSGOI1/status/1774592261214614014
Mon Apr 01 00:18:43 +0000 2024;1774592192688046146;"Kades: Haram Hukumnya kalau kita tidak menuruti apa yang diperintahkan oleh si Mukidi dan si Samsul, Hallo @PDI_Perjuangan apa tidak cukup jejak digital macam ini sebagai bukti Kecurangan Pilpres, Lalu kenapa Hak Angket didiamkan saja ya. https://t.co/8rP5t3Bkoe";1;0;0;1;in;4517167514;1774592192688046146;sirajapadoha;https://twitter.com/sirajapadoha/status/1774592192688046146
Mon Apr 01 00:17:32 +0000 2024;1774591892774428822;"Anak Abah minta 4 menteri Jokowi di hadirkan jadi saksi sidang sengketa pilpres... https://t.co/Kgv6tzStvs";1;0;0;0;in;773236758796394496;1774591892774428822;adri_7i;https://twitter.com/adri_7i/status/1774591892774428822
Mon Apr 01 00:16:35 +0000 2024;1774591656656073073;"@irw4n_be Konteksnya dia gagal ujudkan janjinya jika trpilih... Konteksnya impor 3 JT ton tuk pilpres kmarin???...";0;0;0;0;in;1501606510979256323;1774402607664259495;Duren___;https://twitter.com/Duren___/status/1774591656656073073
Mon Apr 01 00:16:12 +0000 2024;1774591557326225471;"@PORLASAGUILAS @AlcaldiaAO @EnlaceTAguilas @aguilas_pilares Muy m4chit0 con su fierrito el Ruk0";0;0;0;0;es;1472592943911514123;1773794243171000486;Calaveraspell01;https://twitter.com/Calaveraspell01/status/1774591557326225471
Mon Apr 01 00:15:07 +0000 2024;1774591285892190332;"@Dennysiregar7 @officialMKRI Anulir kemenangan, pilpres ulang aje";0;0;0;0;in;1589082630045061120;1774463723908026587;AgricolaFilius;https://twitter.com/AgricolaFilius/status/1774591285892190332
Mon Apr 01 00:13:31 +0000 2024;1774590884253737175;"@DiegoHernn44595 @PORLASAGUILAS @AlcaldiaAO @EnlaceTAguilas @aguilas_pilares 🤣😅";0;0;0;0;qme;128385548;1773794243171000486;MarcoIgnacioTap;https://twitter.com/MarcoIgnacioTap/status/1774590884253737175
Mon Apr 01 00:13:17 +0000 2024;1774590825332441580;"@pena_kantor @democrazymedia Kalah menang dlm pertarungan hal lumrah dan anda mengatakan diawal bahwa ANIS DAN Ganjar sakit hati krn pilih PS knp bisa ANIS sakit hati krn pilih PS, dan apakah pilpres sudah usai.";0;0;0;0;in;1616592924388786176;1773975951698764195;iangalent1;https://twitter.com/iangalent1/status/1774590825332441580
Mon Apr 01 00:11:34 +0000 2024;1774590390940909706;"MK Lanjut Sidang Sengketa Pilpres Hari Ini, Pemeriksaan Perkara AMIN https://t.co/zdMoKVYld4";0;0;0;0;in;388190238;1774590390940909706;IDNTimes;https://twitter.com/IDNTimes/status/1774590390940909706
Mon Apr 01 00:09:44 +0000 2024;1774589931471659175;"@jinifriit @TirtoID Secara tdk langsung @SBYudhoyono membenarkan bahwa @jokowi gunakan bansos untuk muluskan @prabowo @gibran_tweet dlm pilpres. Walaupun bila pilpres diulang @prabowo tanpa @gibran_tweet kemungkinan @prabowo terpilih masih lebih besar dibanding @aniesbaswedan maupun @ganjarpranowo";0;0;0;0;in;1188896232;1774530753864573440;Momonsimomon;https://twitter.com/Momonsimomon/status/1774589931471659175
Mon Apr 01 00:06:40 +0000 2024;1774589157895008647;"@sapildo @comunidademc pega o portal q vc usa pra voltar pro overworld, coloca 4 cristais um em cada lado do portal e pronto, os pilares vão voltar e o ender dragon aparece";0;1;0;0;pt;1593759387226611713;1774544391610245519;Mikeasauskl2;https://twitter.com/Mikeasauskl2/status/1774589157895008647
Mon Apr 01 00:05:46 +0000 2024;1774588932048691386;"Breaking News - Keterangan Ahli &amp  Saksi Anies-Muhaimin, Sidang Sengketa Pilpres 2024 https://t.co/nPyEYXo2EB https://t.co/h82GJFUUEb";0;1;50;99;in;1334853481019056128;1774588932048691386;Mdy_Asmara1701;https://twitter.com/Mdy_Asmara1701/status/1774588932048691386
Mon Apr 01 00:05:00 +0000 2024;1774588738842271746;"@tempodotco @SimbahPutri1 @officialMKRI @jokowi @prabowo @gibran_tweet @msoekarnoputri @PDI_Perjuangan Maka kedepan tdk usah ada Pilpres lgi. Utk apa diadakan kontestasi Pilpres. Klau saja pd akhirnya yg kalah tdk mau menjdi oposisi. Dan yg menang tdk percaya diri dan tdk tahu diri. Padahal Pilpres 2024 dgn Sutradara @jokowi adalah Pilpres paling terkutuk di Dunia. 👇";0;1;0;0;in;1611783237013229569;1774578312947593674;BiruBir26073179;https://twitter.com/BiruBir26073179/status/1774588738842271746
Mon Apr 01 00:02:44 +0000 2024;1774588171084546491;"Januari 2024 kelompok mrk rame2 bicara Pilpres satu putaran hemat puluhan trilyun. Maret 2024 terkuak korupsi 271 T.  Bukan maen dah ahh Wakanda…🤤";1;1;3;2;in;1301052979852619777;1774588171084546491;MartinusButarb1;https://twitter.com/MartinusButarb1/status/1774588171084546491
Mon Apr 01 00:01:42 +0000 2024;1774587911255871913;"@Maruahalsiahaa2 Hey bodat !!! Menerima atau menolak keputusan adalah hak dilondungi UU, jalur hukum ke MK jg sesuai hukum NKRI, sekaligus sebagai uji keabsahan dan ligetimasi Pilpres. Kamu harusnya keluar dari NKRI karena tidak Pancasilais. Tlg @DivHumas_Polri. Cc. @aniesmania @6undul0h @MCAOps";0;0;0;1;in;81386247;1774387074206138726;wa_one1;https://twitter.com/wa_one1/status/1774587911255871913
Mon Apr 01 00:01:37 +0000 2024;1774587889009238085;"Kubu Anies dan Ganjar menyoroti kecurangan dalam Pilpres 2024, menuntut pembatalan penetapan Prabowo-Gibran sebagai pemenang.  #anies #aniesbaswedan #ganjar #ganjarpranowo #cakimin #mahfudmd #pemilu2024 #pilpres2024 #mk #mahkamahkonstitusi #prabowo #gibran https://t.co/TfC1eupbKO";0;0;0;0;in;1699795372963717121;1774587889009238085;PemiluTerang;https://twitter.com/PemiluTerang/status/1774587889009238085
Mon Apr 01 00:01:27 +0000 2024;1774587847900848482;"Kubu Anies Baswedan dan Ganjar Pranowo mengajukan gugatan ke Mahkamah Konstitusi (MK) terkait kecurangan dalam Pilpres 2024  #anies #aniesbaswedan #ganjar #ganjarpranowo #cakimin #mahfudmd #pemilu2024 #pilpres2024 #mk #mahkamahkonstitusi #prabowo #gibran https://t.co/KvjM0ZmMo1";0;0;0;0;in;1430013618683219979;1774587847900848482;panggung2024;https://twitter.com/panggung2024/status/1774587847900848482
